9.000000000000000000e+01,2.550000000000000000e+02,2.550000000000000000e+02,4.000000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+01,1.600000000000000000e+02,1.600000000000000000e+02,9.000000000000000000e+01,1.600000000000000000e+02,9.000000000000000000e+01,4.000000000000000000e+01
9.000000000000000000e+01,2.550000000000000000e+02,2.550000000000000000e+02,4.000000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+01,1.600000000000000000e+02,1.600000000000000000e+02,9.000000000000000000e+01,1.600000000000000000e+02,9.000000000000000000e+01,4.000000000000000000e+01
9.000000000000000000e+01,2.550000000000000000e+02,2.550000000000000000e+02,4.000000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+01,1.600000000000000000e+02,1.600000000000000000e+02,9.000000000000000000e+01,1.600000000000000000e+02,9.000000000000000000e+01,4.000000000000000000e+01
9.000000000000000000e+01,2.550000000000000000e+02,2.550000000000000000e+02,4.000000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+01,1.600000000000000000e+02,1.600000000000000000e+02,9.000000000000000000e+01,1.600000000000000000e+02,9.000000000000000000e+01,4.000000000000000000e+01
9.000000000000000000e+01,2.550000000000000000e+02,2.550000000000000000e+02,4.000000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+01,1.600000000000000000e+02,1.600000000000000000e+02,9.000000000000000000e+01,1.600000000000000000e+02,9.000000000000000000e+01,4.000000000000000000e+01
9.000000000000000000e+01,2.550000000000000000e+02,2.550000000000000000e+02,4.000000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+01,1.600000000000000000e+02,1.600000000000000000e+02,9.000000000000000000e+01,1.600000000000000000e+02,9.000000000000000000e+01,4.000000000000000000e+01
9.000000000000000000e+01,2.550000000000000000e+02,2.550000000000000000e+02,4.000000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+01,1.600000000000000000e+02,1.600000000000000000e+02,9.000000000000000000e+01,1.600000000000000000e+02,9.000000000000000000e+01,4.000000000000000000e+01
9.000000000000000000e+01,2.550000000000000000e+02,2.550000000000000000e+02,4.000000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+01,1.600000000000000000e+02,1.600000000000000000e+02,9.000000000000000000e+01,1.600000000000000000e+02,9.000000000000000000e+01,4.000000000000000000e+01
9.000000000000000000e+01,2.550000000000000000e+02,2.550000000000000000e+02,4.000000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+01,1.600000000000000000e+02,1.600000000000000000e+02,9.000000000000000000e+01,1.600000000000000000e+02,9.000000000000000000e+01,4.000000000000000000e+01
9.000000000000000000e+01,2.550000000000000000e+02,2.550000000000000000e+02,4.000000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+01,1.600000000000000000e+02,1.600000000000000000e+02,9.000000000000000000e+01,1.600000000000000000e+02,9.000000000000000000e+01,4.000000000000000000e+01
9.000000000000000000e+01,2.550000000000000000e+02,9.000000000000000000e+01,4.000000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+01,1.600000000000000000e+02,1.600000000000000000e+02,9.000000000000000000e+01,1.600000000000000000e+02,9.000000000000000000e+01,4.000000000000000000e+01
9.000000000000000000e+01,2.550000000000000000e+02,9.000000000000000000e+01,4.000000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+01,1.600000000000000000e+02,1.600000000000000000e+02,9.000000000000000000e+01,1.600000000000000000e+02,9.000000000000000000e+01,4.000000000000000000e+01
9.000000000000000000e+01,2.550000000000000000e+02,9.000000000000000000e+01,4.000000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+01,1.600000000000000000e+02,1.600000000000000000e+02,9.000000000000000000e+01,1.600000000000000000e+02,9.000000000000000000e+01,4.000000000000000000e+01
9.000000000000000000e+01,2.550000000000000000e+02,9.000000000000000000e+01,4.000000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+01,1.600000000000000000e+02,1.600000000000000000e+02,9.000000000000000000e+01,1.600000000000000000e+02,9.000000000000000000e+01,4.000000000000000000e+01
9.000000000000000000e+01,2.550000000000000000e+02,9.000000000000000000e+01,4.000000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+01,1.600000000000000000e+02,1.600000000000000000e+02,9.000000000000000000e+01,1.600000000000000000e+02,9.000000000000000000e+01,4.000000000000000000e+01
9.000000000000000000e+01,2.550000000000000000e+02,9.000000000000000000e+01,4.000000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+01,1.600000000000000000e+02,1.600000000000000000e+02,9.000000000000000000e+01,1.600000000000000000e+02,9.000000000000000000e+01,4.000000000000000000e+01
9.000000000000000000e+01,2.550000000000000000e+02,9.000000000000000000e+01,4.000000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+01,1.600000000000000000e+02,1.600000000000000000e+02,9.000000000000000000e+01,1.600000000000000000e+02,9.000000000000000000e+01,4.000000000000000000e+01
9.000000000000000000e+01,2.550000000000000000e+02,9.000000000000000000e+01,4.000000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+01,1.600000000000000000e+02,1.600000000000000000e+02,9.000000000000000000e+01,1.600000000000000000e+02,9.000000000000000000e+01,4.000000000000000000e+01
9.000000000000000000e+01,2.550000000000000000e+02,9.000000000000000000e+01,4.000000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+01,1.600000000000000000e+02,1.600000000000000000e+02,9.000000000000000000e+01,1.600000000000000000e+02,9.000000000000000000e+01,4.000000000000000000e+01
9.000000000000000000e+01,2.550000000000000000e+02,9.000000000000000000e+01,4.000000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+01,1.600000000000000000e+02,1.600000000000000000e+02,9.000000000000000000e+01,1.600000000000000000e+02,9.000000000000000000e+01,4.000000000000000000e+01
9.000000000000000000e+01,2.550000000000000000e+02,9.000000000000000000e+01,4.000000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+01,1.600000000000000000e+02,1.600000000000000000e+02,9.000000000000000000e+01,1.600000000000000000e+02,9.000000000000000000e+01,4.000000000000000000e+01
9.000000000000000000e+01,2.550000000000000000e+02,9.000000000000000000e+01,4.000000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+01,1.600000000000000000e+02,1.600000000000000000e+02,9.000000000000000000e+01,1.600000000000000000e+02,9.000000000000000000e+01,4.000000000000000000e+01
9.000000000000000000e+01,2.550000000000000000e+02,9.000000000000000000e+01,4.000000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+01,1.600000000000000000e+02,1.600000000000000000e+02,9.000000000000000000e+01,1.600000000000000000e+02,9.000000000000000000e+01,4.000000000000000000e+01
9.000000000000000000e+01,2.550000000000000000e+02,9.000000000000000000e+01,4.000000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+01,1.600000000000000000e+02,1.600000000000000000e+02,9.000000000000000000e+01,1.600000000000000000e+02,9.000000000000000000e+01,4.000000000000000000e+01
9.000000000000000000e+01,2.550000000000000000e+02,9.000000000000000000e+01,4.000000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+01,1.600000000000000000e+02,1.600000000000000000e+02,9.000000000000000000e+01,1.600000000000000000e+02,9.000000000000000000e+01,4.000000000000000000e+01
9.000000000000000000e+01,2.550000000000000000e+02,9.000000000000000000e+01,4.000000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+01,1.600000000000000000e+02,1.600000000000000000e+02,9.000000000000000000e+01,1.600000000000000000e+02,9.000000000000000000e+01,4.000000000000000000e+01
9.000000000000000000e+01,2.550000000000000000e+02,9.000000000000000000e+01,4.000000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+01,9.000000000000000000e+01,1.600000000000000000e+02,1.600000000000000000e+02,9.000000000000000000e+01,1.600000000000000000e+02,9.000000000000000000e+01,4.000000000000000000e+01
